code_module,gender,region,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result
DDD,F,South Region,A Level or Equivalent,0-35,1,60,N,Pass
DDD,M,South East Region,HE Qualification,55<=,0,120,N,Fail
EEE,M,East Midlands Region,HE Qualification,35-55,0,60,N,Pass
BBB,F,Yorkshire Region,A Level or Equivalent,0-35,1,60,N,Pass
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,Y,Pass
DDD,M,London Region,A Level or Equivalent,0-35,1,60,N,Withdrawn
DDD,M,Wales,Lower Than A Level,0-35,0,60,N,Pass
CCC,F,South West Region,A Level or Equivalent,0-35,0,210,N,Withdrawn
FFF,M,London Region,HE Qualification,35-55,1,90,N,Pass
FFF,M,Wales,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,South Region,A Level or Equivalent,0-35,5,60,N,Withdrawn
FFF,M,London Region,A Level or Equivalent,0-35,0,120,N,Pass
DDD,F,Wales,A Level or Equivalent,35-55,0,60,N,Pass
BBB,F,Ireland,A Level or Equivalent,35-55,0,60,N,Pass
GGG,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
AAA,F,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Pass
FFF,F,London Region,Lower Than A Level,0-35,1,240,N,Withdrawn
CCC,M,South West Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
BBB,F,South Region,Lower Than A Level,35-55,0,60,N,Fail
FFF,M,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,F,Scotland,HE Qualification,0-35,0,60,N,Withdrawn
GGG,F,East Anglian Region,A Level or Equivalent,0-35,0,30,N,Fail
BBB,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Pass
FFF,M,London Region,Lower Than A Level,0-35,0,60,N,Fail
FFF,M,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
EEE,M,South Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,London Region,HE Qualification,0-35,0,210,N,Withdrawn
FFF,F,London Region,A Level or Equivalent,0-35,0,60,N,Fail
CCC,M,London Region,Lower Than A Level,0-35,0,120,N,Fail
BBB,F,Yorkshire Region,Lower Than A Level,35-55,0,60,N,Withdrawn
BBB,F,Wales,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,M,South West Region,A Level or Equivalent,0-35,0,120,N,Pass
FFF,M,London Region,Lower Than A Level,0-35,0,150,Y,Pass
DDD,F,North Western Region,A Level or Equivalent,0-35,0,120,N,Fail
GGG,F,West Midlands Region,Lower Than A Level,0-35,0,30,N,Fail
BBB,F,South West Region,Lower Than A Level,35-55,0,60,N,Pass
FFF,M,South West Region,HE Qualification,0-35,0,60,N,Fail
DDD,M,South West Region,A Level or Equivalent,0-35,0,90,N,Pass
BBB,M,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Fail
CCC,M,East Midlands Region,A Level or Equivalent,35-55,0,70,N,Pass
BBB,F,Scotland,Lower Than A Level,0-35,1,120,N,Withdrawn
DDD,F,Scotland,Lower Than A Level,0-35,0,60,N,Fail
FFF,F,North Western Region,Lower Than A Level,0-35,0,120,N,Withdrawn
CCC,M,East Anglian Region,A Level or Equivalent,0-35,0,30,N,Pass
FFF,F,North Region,HE Qualification,55<=,0,60,N,Pass
FFF,M,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass
GGG,F,Yorkshire Region,A Level or Equivalent,0-35,2,30,N,Fail
CCC,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
FFF,M,Scotland,Lower Than A Level,0-35,0,90,N,Pass
FFF,M,Wales,A Level or Equivalent,0-35,0,150,N,Pass
GGG,F,South Region,A Level or Equivalent,0-35,0,30,N,Pass
CCC,M,South East Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Fail
DDD,M,Scotland,A Level or Equivalent,0-35,0,120,N,Fail
CCC,F,South West Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
EEE,M,Wales,Lower Than A Level,0-35,0,90,Y,Withdrawn
BBB,F,South East Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,120,N,Pass
BBB,F,Wales,HE Qualification,0-35,0,60,N,Pass
AAA,F,South Region,HE Qualification,35-55,0,120,N,Withdrawn
FFF,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
BBB,F,South East Region,A Level or Equivalent,35-55,2,120,N,Pass
BBB,F,Scotland,Lower Than A Level,35-55,0,60,Y,Fail
CCC,F,South Region,HE Qualification,35-55,0,60,N,Withdrawn
CCC,F,South West Region,Lower Than A Level,0-35,1,60,N,Withdrawn
BBB,F,South East Region,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,Yorkshire Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
BBB,F,South East Region,Lower Than A Level,35-55,0,60,N,Fail
FFF,M,East Midlands Region,A Level or Equivalent,0-35,1,90,N,Pass
FFF,F,North Western Region,Lower Than A Level,0-35,1,60,N,Fail
FFF,F,East Midlands Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
AAA,M,South West Region,A Level or Equivalent,35-55,0,60,N,Pass
CCC,M,Scotland,Lower Than A Level,0-35,0,30,N,Fail
FFF,F,Scotland,HE Qualification,0-35,0,60,N,Pass
DDD,F,South West Region,Lower Than A Level,0-35,0,60,Y,Pass
FFF,M,South West Region,Lower Than A Level,0-35,0,60,N,Pass
EEE,M,West Midlands Region,A Level or Equivalent,35-55,0,120,N,Pass
FFF,M,Scotland,A Level or Equivalent,0-35,0,90,N,Fail
EEE,M,East Midlands Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
BBB,M,West Midlands Region,Lower Than A Level,35-55,0,60,N,Pass
BBB,F,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,London Region,Lower Than A Level,35-55,0,60,N,Withdrawn
CCC,M,North Western Region,A Level or Equivalent,35-55,1,220,N,Fail
FFF,M,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,Scotland,Post Graduate Qualification,0-35,0,120,N,Pass
BBB,F,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,North Western Region,A Level or Equivalent,35-55,0,90,N,Pass
DDD,M,East Anglian Region,Lower Than A Level,0-35,3,150,N,Fail
BBB,F,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,M,North Region,HE Qualification,0-35,0,90,N,Withdrawn
FFF,M,London Region,No Formal quals,0-35,0,90,N,Fail
CCC,M,West Midlands Region,Lower Than A Level,0-35,0,60,N,Fail
BBB,F,Wales,Lower Than A Level,35-55,0,60,N,Pass
DDD,M,East Anglian Region,Lower Than A Level,0-35,1,240,Y,Withdrawn
EEE,F,South West Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
AAA,M,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass
BBB,F,South East Region,HE Qualification,35-55,0,120,N,Pass
BBB,F,South West Region,A Level or Equivalent,35-55,0,60,N,Pass
FFF,F,Wales,Lower Than A Level,0-35,0,60,Y,Pass
CCC,M,London Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
BBB,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass
EEE,M,South Region,Lower Than A Level,0-35,0,135,N,Pass
BBB,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,East Anglian Region,Lower Than A Level,0-35,1,60,N,Fail
AAA,F,South West Region,A Level or Equivalent,0-35,0,180,N,Pass
GGG,F,South Region,Lower Than A Level,0-35,0,30,N,Pass
FFF,M,East Midlands Region,Lower Than A Level,35-55,4,210,Y,Fail
AAA,M,North Western Region,Lower Than A Level,0-35,0,90,N,Pass
EEE,M,North Western Region,Lower Than A Level,0-35,0,30,N,Fail
GGG,F,West Midlands Region,Lower Than A Level,0-35,0,30,N,Fail
BBB,F,East Anglian Region,A Level or Equivalent,35-55,0,120,Y,Withdrawn
DDD,M,South Region,HE Qualification,0-35,0,60,N,Pass
BBB,F,South Region,Lower Than A Level,35-55,0,60,N,Fail
FFF,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,South East Region,HE Qualification,35-55,0,60,N,Pass
CCC,M,Scotland,HE Qualification,0-35,0,150,N,Withdrawn
CCC,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,South Region,A Level or Equivalent,0-35,0,120,Y,Fail
BBB,F,North Western Region,Lower Than A Level,35-55,0,60,N,Fail
CCC,M,Yorkshire Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
DDD,F,North Western Region,A Level or Equivalent,0-35,0,90,N,Pass
DDD,M,North Region,Lower Than A Level,35-55,2,60,N,Withdrawn
CCC,M,London Region,HE Qualification,35-55,0,60,N,Withdrawn
EEE,M,North Region,Lower Than A Level,35-55,0,60,N,Withdrawn
DDD,M,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,London Region,Lower Than A Level,35-55,0,120,N,Pass
DDD,M,South East Region,Lower Than A Level,0-35,0,60,N,Fail
FFF,M,London Region,Lower Than A Level,0-35,0,120,N,Withdrawn
CCC,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,M,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
FFF,M,South West Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,Scotland,Lower Than A Level,0-35,1,120,Y,Withdrawn
DDD,F,South West Region,A Level or Equivalent,0-35,0,120,Y,Pass
BBB,F,Wales,HE Qualification,0-35,0,60,N,Pass
AAA,M,North Western Region,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,Wales,Lower Than A Level,0-35,1,120,N,Pass
EEE,M,South East Region,A Level or Equivalent,0-35,0,30,N,Withdrawn
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,F,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass
GGG,F,East Midlands Region,A Level or Equivalent,0-35,0,30,N,Pass
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Fail
CCC,M,Scotland,A Level or Equivalent,0-35,0,90,Y,Withdrawn
CCC,M,South Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,London Region,Lower Than A Level,35-55,0,120,N,Pass
DDD,M,North Region,Lower Than A Level,0-35,1,120,N,Fail
EEE,M,North Western Region,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,North Region,HE Qualification,0-35,0,30,N,Pass
FFF,F,Ireland,Lower Than A Level,35-55,0,60,N,Withdrawn
EEE,M,West Midlands Region,Lower Than A Level,0-35,0,60,Y,Pass
BBB,F,Scotland,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
GGG,F,South Region,Lower Than A Level,0-35,0,30,N,Pass
FFF,M,South East Region,A Level or Equivalent,35-55,0,120,N,Pass
FFF,M,Wales,Lower Than A Level,0-35,1,90,N,Fail
DDD,M,London Region,HE Qualification,55<=,0,100,N,Pass
EEE,M,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,Yorkshire Region,No Formal quals,0-35,1,90,N,Fail
EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
DDD,M,West Midlands Region,A Level or Equivalent,55<=,0,120,N,Withdrawn
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
FFF,M,Wales,Lower Than A Level,35-55,0,60,N,Pass
FFF,M,North Western Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
BBB,F,South East Region,Lower Than A Level,35-55,2,120,N,Pass
FFF,M,West Midlands Region,Lower Than A Level,0-35,0,90,N,Fail
BBB,F,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Fail
BBB,F,Wales,HE Qualification,0-35,0,120,N,Pass
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,Yorkshire Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
BBB,F,Wales,HE Qualification,35-55,0,120,N,Pass
BBB,F,North Region,Lower Than A Level,0-35,0,120,N,Withdrawn
DDD,F,London Region,No Formal quals,0-35,0,120,N,Withdrawn
EEE,M,North Region,A Level or Equivalent,0-35,0,60,N,Fail
FFF,M,Scotland,A Level or Equivalent,0-35,0,120,N,Fail
DDD,M,London Region,A Level or Equivalent,0-35,1,90,N,Pass
DDD,F,South Region,A Level or Equivalent,0-35,0,120,N,Pass
AAA,M,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass
DDD,F,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Fail
BBB,F,South West Region,A Level or Equivalent,35-55,0,120,N,Pass
FFF,M,London Region,HE Qualification,35-55,0,240,N,Pass
FFF,M,North Region,A Level or Equivalent,35-55,0,60,N,Pass
FFF,F,North Western Region,A Level or Equivalent,0-35,0,90,N,Fail
CCC,F,North Region,A Level or Equivalent,35-55,0,120,N,Pass
FFF,M,North Region,A Level or Equivalent,35-55,0,120,N,Pass
EEE,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,West Midlands Region,Lower Than A Level,0-35,1,90,N,Withdrawn
BBB,M,South Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
BBB,F,London Region,Lower Than A Level,35-55,0,240,N,Withdrawn
EEE,F,South East Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,M,Scotland,Lower Than A Level,0-35,0,120,N,Pass
CCC,F,East Anglian Region,Lower Than A Level,0-35,0,70,N,Withdrawn
CCC,F,South Region,Lower Than A Level,35-55,0,60,N,Pass
CCC,M,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Fail
BBB,F,Ireland,A Level or Equivalent,35-55,0,120,N,Withdrawn
BBB,F,London Region,Lower Than A Level,0-35,0,90,N,Withdrawn
FFF,F,Ireland,A Level or Equivalent,0-35,0,60,N,Withdrawn
DDD,M,North Western Region,Lower Than A Level,55<=,1,60,N,Withdrawn
FFF,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,F,Wales,Lower Than A Level,0-35,0,90,N,Fail
BBB,F,South West Region,HE Qualification,35-55,0,60,N,Pass
CCC,M,South East Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
BBB,F,Wales,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,North Western Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,F,Yorkshire Region,HE Qualification,35-55,0,60,N,Withdrawn
CCC,M,North Western Region,A Level or Equivalent,35-55,1,60,Y,Withdrawn
DDD,F,South Region,A Level or Equivalent,55<=,1,60,N,Fail
DDD,F,London Region,A Level or Equivalent,0-35,0,60,N,Fail
DDD,F,London Region,A Level or Equivalent,0-35,0,120,Y,Withdrawn
BBB,M,London Region,A Level or Equivalent,35-55,1,60,N,Fail
DDD,M,London Region,HE Qualification,0-35,0,90,N,Pass
BBB,F,London Region,A Level or Equivalent,0-35,0,60,N,Fail
GGG,F,North Western Region,A Level or Equivalent,0-35,0,30,N,Pass
GGG,F,London Region,Lower Than A Level,0-35,0,30,N,Pass
EEE,M,London Region,A Level or Equivalent,0-35,0,90,N,Fail
FFF,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
FFF,F,East Midlands Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,M,Wales,Lower Than A Level,35-55,0,60,N,Fail
DDD,F,South West Region,Lower Than A Level,0-35,0,150,N,Withdrawn
BBB,F,North Region,Lower Than A Level,0-35,0,120,N,Pass
GGG,F,South West Region,Lower Than A Level,35-55,0,30,N,Pass
BBB,F,North Western Region,Lower Than A Level,0-35,1,120,N,Pass
BBB,F,West Midlands Region,Lower Than A Level,35-55,0,60,N,Fail
FFF,M,London Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,West Midlands Region,No Formal quals,0-35,0,60,N,Fail
GGG,F,South East Region,Lower Than A Level,0-35,0,30,Y,Pass
BBB,M,Scotland,Lower Than A Level,0-35,0,60,Y,Fail
FFF,F,London Region,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,West Midlands Region,Lower Than A Level,0-35,1,120,N,Pass
BBB,F,East Anglian Region,Lower Than A Level,35-55,0,60,N,Withdrawn
EEE,M,South Region,Lower Than A Level,35-55,0,60,Y,Pass
DDD,M,Ireland,A Level or Equivalent,35-55,0,60,N,Withdrawn
FFF,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,Y,Withdrawn
BBB,F,Ireland,Lower Than A Level,0-35,0,60,N,Pass
DDD,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass
AAA,M,Wales,A Level or Equivalent,35-55,1,60,N,Pass
GGG,F,East Anglian Region,Lower Than A Level,0-35,0,30,N,Pass
DDD,M,Scotland,A Level or Equivalent,35-55,1,120,Y,Fail
CCC,M,East Anglian Region,A Level or Equivalent,0-35,0,120,Y,Pass
EEE,M,Scotland,HE Qualification,0-35,0,60,N,Pass
DDD,F,South East Region,A Level or Equivalent,0-35,1,120,Y,Pass
FFF,M,London Region,HE Qualification,55<=,0,90,N,Fail
DDD,F,Yorkshire Region,A Level or Equivalent,0-35,1,60,N,Pass
EEE,M,South East Region,Lower Than A Level,0-35,0,60,N,Fail
AAA,F,Ireland,A Level or Equivalent,35-55,0,60,N,Pass
DDD,M,Wales,Lower Than A Level,0-35,2,180,Y,Withdrawn
BBB,F,Wales,HE Qualification,35-55,0,60,N,Pass
GGG,F,Yorkshire Region,No Formal quals,0-35,0,30,N,Pass
BBB,F,Scotland,Lower Than A Level,35-55,0,60,N,Fail
DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,150,N,Pass
FFF,M,North Western Region,HE Qualification,0-35,0,120,N,Pass
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
CCC,M,Scotland,HE Qualification,0-35,0,180,Y,Withdrawn
CCC,M,Scotland,HE Qualification,0-35,0,30,N,Pass
DDD,M,Scotland,HE Qualification,35-55,0,60,N,Fail
BBB,M,East Anglian Region,HE Qualification,35-55,0,120,N,Withdrawn
EEE,F,North Region,Lower Than A Level,0-35,0,60,N,Pass
DDD,F,South Region,A Level or Equivalent,35-55,0,60,Y,Withdrawn
BBB,F,South Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,London Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,Wales,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,F,East Anglian Region,A Level or Equivalent,0-35,0,150,N,Withdrawn
BBB,F,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,London Region,A Level or Equivalent,35-55,0,60,N,Fail
GGG,F,Scotland,A Level or Equivalent,0-35,0,30,N,Fail
BBB,F,Scotland,Lower Than A Level,35-55,1,60,N,Fail
DDD,F,North Western Region,A Level or Equivalent,0-35,0,90,N,Fail
CCC,F,Wales,A Level or Equivalent,0-35,0,30,N,Fail
BBB,F,London Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,West Midlands Region,A Level or Equivalent,35-55,2,60,N,Fail
FFF,M,North Region,Lower Than A Level,35-55,0,60,N,Pass
FFF,M,North Region,HE Qualification,0-35,1,150,N,Pass
FFF,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Pass
CCC,F,Scotland,A Level or Equivalent,0-35,0,120,N,Pass
GGG,F,North Western Region,A Level or Equivalent,35-55,0,30,N,Pass
BBB,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Withdrawn
DDD,F,South East Region,A Level or Equivalent,0-35,0,90,N,Pass
CCC,M,South Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,F,South West Region,A Level or Equivalent,0-35,0,180,N,Withdrawn
GGG,F,North Western Region,A Level or Equivalent,0-35,0,30,N,Pass
CCC,M,North Western Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
CCC,M,South West Region,HE Qualification,0-35,0,30,N,Pass
FFF,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Fail
GGG,F,London Region,A Level or Equivalent,35-55,0,30,N,Pass
BBB,F,Yorkshire Region,HE Qualification,35-55,0,60,N,Pass
DDD,M,North Western Region,Lower Than A Level,0-35,0,150,N,Pass
BBB,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
EEE,M,London Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,F,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,South West Region,Lower Than A Level,35-55,0,60,N,Pass
EEE,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass
GGG,F,London Region,Lower Than A Level,0-35,0,90,N,Pass
DDD,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail
DDD,M,London Region,A Level or Equivalent,0-35,0,120,N,Fail
BBB,F,South Region,Lower Than A Level,0-35,1,180,N,Pass
GGG,F,South East Region,A Level or Equivalent,35-55,0,30,N,Pass
BBB,F,North Region,Lower Than A Level,0-35,0,60,N,Pass
BBB,M,South Region,Lower Than A Level,35-55,0,60,N,Pass
BBB,F,London Region,A Level or Equivalent,0-35,0,60,N,Fail
FFF,F,Scotland,A Level or Equivalent,0-35,0,60,N,Withdrawn
CCC,M,Scotland,HE Qualification,0-35,0,60,N,Fail
DDD,F,North Region,Lower Than A Level,35-55,0,120,N,Fail
CCC,M,Yorkshire Region,A Level or Equivalent,0-35,0,60,N,Pass
CCC,M,East Anglian Region,Lower Than A Level,0-35,0,120,N,Withdrawn
FFF,M,Yorkshire Region,A Level or Equivalent,0-35,0,120,N,Pass
DDD,M,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass
DDD,F,Scotland,A Level or Equivalent,0-35,0,120,N,Pass
BBB,F,London Region,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,North Western Region,Lower Than A Level,0-35,0,60,N,Withdrawn
FFF,M,South East Region,A Level or Equivalent,0-35,0,120,N,Pass
FFF,M,South Region,Lower Than A Level,0-35,2,60,N,Withdrawn
BBB,F,Scotland,Lower Than A Level,35-55,0,60,N,Withdrawn
CCC,F,Yorkshire Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
BBB,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Withdrawn
EEE,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Pass
FFF,M,South Region,Lower Than A Level,0-35,1,120,N,Withdrawn
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,120,N,Fail
FFF,M,North Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,F,East Midlands Region,Lower Than A Level,35-55,0,60,Y,Pass
DDD,M,West Midlands Region,Lower Than A Level,0-35,0,120,N,Withdrawn
BBB,F,Wales,Lower Than A Level,35-55,1,120,Y,Fail
BBB,F,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
DDD,M,South Region,Lower Than A Level,0-35,0,60,N,Withdrawn
BBB,F,West Midlands Region,Lower Than A Level,0-35,0,180,Y,Withdrawn
DDD,M,Scotland,Lower Than A Level,0-35,0,120,N,Withdrawn
FFF,M,Ireland,HE Qualification,0-35,3,120,N,Pass
FFF,M,East Anglian Region,Lower Than A Level,35-55,0,120,N,Pass
DDD,M,South East Region,Lower Than A Level,0-35,2,60,N,Fail
BBB,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
FFF,M,South Region,Lower Than A Level,0-35,1,60,N,Pass
DDD,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass
BBB,M,South Region,A Level or Equivalent,35-55,0,60,N,Pass
FFF,M,South West Region,A Level or Equivalent,0-35,0,120,N,Pass
DDD,M,West Midlands Region,Lower Than A Level,0-35,0,60,Y,Fail
BBB,F,North Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
BBB,F,South East Region,HE Qualification,0-35,0,90,N,Withdrawn
EEE,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass
CCC,M,South East Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
FFF,M,London Region,A Level or Equivalent,35-55,0,60,N,Pass
